ExternalElement,ItemName,Packet,ContainerType,RepeatMethod,APID,ShortDescription,LongDescription,DataType,Units,Conversion,Limits,SystemName,Source,FSWDataType,DisplayFormat,Equation,
des,cycle_count,des_hk,,,11,"Number of schedule cycles","",U16,,,,,FSW,,,,
des,over_count,des_hk,,,11,"Number of overrun tasks","",U16,,,,,FSW,,,,
des,isr_count,des_hk,,,11,"System ISR count","",U16,,,,,FSW,,,,
des,last_overrun,des_hk,,,11,"Last task ID to overrun its allocation","",D8,,0/TLM 1/CMD 2/HK 3/SEQ 4/MEM 5/LOG 6/FP 7/UHF_CMD 8/UHF_TLM 9/UHF_HK 10/ADCS 11/SD_HK 12/SD_TLM 13/DAXSS 14/CIP 15/SBAND 16/MODE 17/TABLE 18/SBAND_TLM 19/MAX_TASKS ,,,FSW,,,,
pad,,des_hk,,,11,"","",U8,,,,,FSW,,,,
des,back_count,des_hk,,,11,"Background cycle count","",U32,,,,,FSW,,,,
des,back_hwm,des_hk,,,11,"Background cycle count high watermark","",U32,,,,,FSW,,,,
SC_FSW_14,VERSION,des_task,,,14,"","",U3,,,,,FSW,,,,
SC_FSW_14,TYPE,des_task,,,14,"","",U1,,,,,FSW,,,,
SC_FSW_14,SEC_HDR_FLAG,des_task,,,14,"","",U1,,,,,FSW,,,,
SC_FSW_14,PKT_APID,des_task,,,14,"","",U11,,,,,FSW,,,,
SC_FSW_14,SEQ_FLGS,des_task,,,14,"","",U2,,,,,FSW,,,,
SC_FSW_14,SRC_SEQ_CTR,des_task,,,14,"","",U14,,,,,FSW,,,,
SC_FSW_14,PKT_LEN,des_task,,,14,"","",U16,,,,,FSW,,,,
SC_FSW_14,SHCOARSE,des_task,,,14,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_14,SHFINE,des_task,,,14,"Subsecond count","",U16,dn,,,,FSW,,,,
des,task_count,des_task,,,14,"Number of scheduled tasks","",U32,,,,,FSW,,,,
des,cycle_count,des_task,,,14,"Number of schedule cycles","",U16,,,,,FSW,,,,
des,task_exec,des_task,,,14,"Execution count for each task","",U608,,,,,FSW,,,,
des,task_over,des_task,,,14,"Overrun count for each task","",U608,,,,,FSW,,,,
des,task_back,des_task,,,14,"Background task IDs","",U96,,,,,FSW,,,,
SC_FSW_13,VERSION,des_sched,,,13,"","",U3,,,,,FSW,,,,
SC_FSW_13,TYPE,des_sched,,,13,"","",U1,,,,,FSW,,,,
SC_FSW_13,SEC_HDR_FLAG,des_sched,,,13,"","",U1,,,,,FSW,,,,
SC_FSW_13,PKT_APID,des_sched,,,13,"","",U11,,,,,FSW,,,,
SC_FSW_13,SEQ_FLGS,des_sched,,,13,"","",U2,,,,,FSW,,,,
SC_FSW_13,SRC_SEQ_CTR,des_sched,,,13,"","",U14,,,,,FSW,,,,
SC_FSW_13,PKT_LEN,des_sched,,,13,"","",U16,,,,,FSW,,,,
SC_FSW_13,SHCOARSE,des_sched,,,13,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_13,SHFINE,des_sched,,,13,"Subsecond count","",U16,dn,,,,FSW,,,,
des,task_count,des_sched,,,13,"Number of scheduled tasks","",U32,,,,,FSW,,,,
des,back_count,des_sched,,,13,"Background cycle count","",U32,,,,,FSW,,,,
des,task_slot,des_sched,,,13,"Tasks assigned to slices","",D1600,,0/TLM 1/CMD 2/HK 3/SEQ 4/MEM 5/LOG 6/FP 7/UHF_CMD 8/UHF_TLM 9/UHF_HK 10/ADCS 11/SD_HK 12/SD_TLM 13/DAXSS 14/CIP 15/SBAND 16/MODE 17/TABLE 18/SBAND_TLM 19/MAX_TASKS ,,,FSW,,,,
SC_FSW_19,VERSION,des_time,,,19,"","",U3,,,,,FSW,,,,
SC_FSW_19,TYPE,des_time,,,19,"","",U1,,,,,FSW,,,,
SC_FSW_19,SEC_HDR_FLAG,des_time,,,19,"","",U1,,,,,FSW,,,,
SC_FSW_19,PKT_APID,des_time,,,19,"","",U11,,,,,FSW,,,,
SC_FSW_19,SEQ_FLGS,des_time,,,19,"","",U2,,,,,FSW,,,,
SC_FSW_19,SRC_SEQ_CTR,des_time,,,19,"","",U14,,,,,FSW,,,,
SC_FSW_19,PKT_LEN,des_time,,,19,"","",U16,,,,,FSW,,,,
SC_FSW_19,SHCOARSE,des_time,,,19,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_19,SHFINE,des_time,,,19,"Subsecond count","",U16,dn,,,,FSW,,,,
SC_FSW_6,VERSION,mem_dump,,,6,"","",U3,,,,,FSW,,,,
SC_FSW_6,TYPE,mem_dump,,,6,"","",U1,,,,,FSW,,,,
SC_FSW_6,SEC_HDR_FLAG,mem_dump,,,6,"","",U1,,,,,FSW,,,,
SC_FSW_6,PKT_APID,mem_dump,,,6,"","",U11,,,,,FSW,,,,
SC_FSW_6,SEQ_FLGS,mem_dump,,,6,"","",U2,,,,,FSW,,,,
SC_FSW_6,SRC_SEQ_CTR,mem_dump,,,6,"","",U14,,,,,FSW,,,,
SC_FSW_6,PKT_LEN,mem_dump,,,6,"","",U16,,,,,FSW,,,,
SC_FSW_6,SHCOARSE,mem_dump,,,6,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_6,SHFINE,mem_dump,,,6,"Subsecond count","",U16,dn,,,,FSW,,,,
data,,mem_dump,,,6,"","",U1024,,,,,FSW,,,,
SC_FSW_7,VERSION,fp_hk,,,7,"","",U3,,,,,FSW,,,,
SC_FSW_7,TYPE,fp_hk,,,7,"","",U1,,,,,FSW,,,,
SC_FSW_7,SEC_HDR_FLAG,fp_hk,,,7,"","",U1,,,,,FSW,,,,
SC_FSW_7,PKT_APID,fp_hk,,,7,"","",U11,,,,,FSW,,,,
SC_FSW_7,SEQ_FLGS,fp_hk,,,7,"","",U2,,,,,FSW,,,,
SC_FSW_7,SRC_SEQ_CTR,fp_hk,,,7,"","",U14,,,,,FSW,,,,
SC_FSW_7,PKT_LEN,fp_hk,,,7,"","",U16,,,,,FSW,,,,
SC_FSW_7,SHCOARSE,fp_hk,,,7,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_7,SHFINE,fp_hk,,,7,"Subsecond count","",U16,dn,,,,FSW,,,,
fp,task_state,fp_hk,,,7,"Task State","",D32,,0/DISABLED 1/PASSIVE 2/ENABLED ,,,FSW,,,,
fp,resp_count,fp_hk,,,7,"Response Count","",U32,,,,,FSW,,,,
fp,passive_count,fp_hk,,,7,"Passive Count","",U32,,,,,FSW,,,,
fp,err_count,fp_hk,,,7,"Error Count","",U32,,,,,FSW,,,,
SC_FSW_,VERSION,log_hk,,,,"","",U3,,,,,FSW,,,,
SC_FSW_,TYPE,log_hk,,,,"","",U1,,,,,FSW,,,,
SC_FSW_,SEC_HDR_FLAG,log_hk,,,,"","",U1,,,,,FSW,,,,
SC_FSW_,PKT_APID,log_hk,,,,"","",U11,,,,,FSW,,,,
SC_FSW_,SEQ_FLGS,log_hk,,,,"","",U2,,,,,FSW,,,,
SC_FSW_,SRC_SEQ_CTR,log_hk,,,,"","",U14,,,,,FSW,,,,
SC_FSW_,PKT_LEN,log_hk,,,,"","",U16,,,,,FSW,,,,
SC_FSW_,SHCOARSE,log_hk,,,,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_,SHFINE,log_hk,,,,"Subsecond count","",U16,dn,,,,FSW,,,,
log,write_count,log_hk,,,,"Log Write Count","",U16,,,,,FSW,,,,
log,mask_count,log_hk,,,,"Log Mask Count","",U16,,,,,FSW,,,,
log,size,log_hk,,,,"Log Size","",U16,,,,,FSW,,,,
log,state,log_hk,,,,"Log State","",U8,,,,,FSW,,,,
log,mask_state,log_hk,,,,"Log Mask State","",U8,,,,,FSW,,,,
log,mask_value,log_hk,,,,"Log mask","",U32,,,,,FSW,,,,
SC_FSW_9,VERSION,lib_hk,,,9,"","",U3,,,,,FSW,,,,
SC_FSW_9,TYPE,lib_hk,,,9,"","",U1,,,,,FSW,,,,
SC_FSW_9,SEC_HDR_FLAG,lib_hk,,,9,"","",U1,,,,,FSW,,,,
SC_FSW_9,PKT_APID,lib_hk,,,9,"","",U11,,,,,FSW,,,,
SC_FSW_9,SEQ_FLGS,lib_hk,,,9,"","",U2,,,,,FSW,,,,
SC_FSW_9,SRC_SEQ_CTR,lib_hk,,,9,"","",U14,,,,,FSW,,,,
SC_FSW_9,PKT_LEN,lib_hk,,,9,"","",U16,,,,,FSW,,,,
SC_FSW_9,SHCOARSE,lib_hk,,,9,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_9,SHFINE,lib_hk,,,9,"Subsecond count","",U16,dn,,,,FSW,,,,
lib,reg_err_max,lib_hk,,,9,"Registration Errors due to packet number","",U8,,,,,FSW,,,,
lib,reg_err_size,lib_hk,,,9,"Registration Errors due to size","",U8,,,,,FSW,,,,
lib,reg_err_dup,lib_hk,,,9,"Registration Errors due to packet id","",U8,,,,,FSW,,,,
lib,id_err,lib_hk,,,9,"Bad access due to ID","",U8,,,,,FSW,,,,
lib,entry_num,lib_hk,,,9,"Number of registered entries","",U16,,,,,FSW,,,,
lib,entry_store,lib_hk,,,9,"Size of packet storage","",U16,,,,,FSW,,,,
SC_FSW_8,VERSION,tbl_hk,,,8,"","",U3,,,,,FSW,,,,
SC_FSW_8,TYPE,tbl_hk,,,8,"","",U1,,,,,FSW,,,,
SC_FSW_8,SEC_HDR_FLAG,tbl_hk,,,8,"","",U1,,,,,FSW,,,,
SC_FSW_8,PKT_APID,tbl_hk,,,8,"","",U11,,,,,FSW,,,,
SC_FSW_8,SEQ_FLGS,tbl_hk,,,8,"","",U2,,,,,FSW,,,,
SC_FSW_8,SRC_SEQ_CTR,tbl_hk,,,8,"","",U14,,,,,FSW,,,,
SC_FSW_8,PKT_LEN,tbl_hk,,,8,"","",U16,,,,,FSW,,,,
SC_FSW_8,SHCOARSE,tbl_hk,,,8,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_8,SHFINE,tbl_hk,,,8,"Subsecond count","",U16,dn,,,,FSW,,,,
tbl,unreg_err_count,tbl_hk,,,8,"Unregistered Table Error Count","",U32,,,,,FSW,,,,
tbl,invalid_err_count,tbl_hk,,,8,"Invalid Table Access Count","",U32,,,,,FSW,,,,
tbl,check_err_count,tbl_hk,,,8,"Bad checksum calculation count","",U32,,,,,FSW,,,,
tbl,match_err_count,tbl_hk,,,8,"Copy mismatch count","",U32,,,,,FSW,,,,
tbl,read_err_count,tbl_hk,,,8,"Storage Read Error Count","",U32,,,,,FSW,,,,
SC_FSW_5,VERSION,seq_hk,,,5,"","",U3,,,,,FSW,,,,
SC_FSW_5,TYPE,seq_hk,,,5,"","",U1,,,,,FSW,,,,
SC_FSW_5,SEC_HDR_FLAG,seq_hk,,,5,"","",U1,,,,,FSW,,,,
SC_FSW_5,PKT_APID,seq_hk,,,5,"","",U11,,,,,FSW,,,,
SC_FSW_5,SEQ_FLGS,seq_hk,,,5,"","",U2,,,,,FSW,,,,
SC_FSW_5,SRC_SEQ_CTR,seq_hk,,,5,"","",U14,,,,,FSW,,,,
SC_FSW_5,PKT_LEN,seq_hk,,,5,"","",U16,,,,,FSW,,,,
SC_FSW_5,SHCOARSE,seq_hk,,,5,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_5,SHFINE,seq_hk,,,5,"Subsecond count","",U16,dn,,,,FSW,,,,
seq,cmd_cnt,seq_hk,,,5,"Number of output commands","",U32,,,,,FSW,,,,
seq,wait_time,seq_hk,,,5,"Time at which wait expires","",U32,,,,,FSW,,,,
seq,position,seq_hk,,,5,"Current offset within sequence","",U32,,,,,FSW,,,,
seq,buffer_id,seq_hk,,,5,"Active sequence buffer ID","",U16,,,,,FSW,,,,
seq,state,seq_hk,,,5,"State of the engine","",D8,,0/IDLE 1/ACTIVE 2/SUSPEND 3/PAUSE 4/STALE ,,,FSW,,,,
seq,stop_code,seq_hk,,,5,"Reason for last termination","",D8,,0/NOMINAL 1/CMD 2/INIT 3/REJECT 4/STALE 5/BAD_INT 6/INT_FAIL ,,,FSW,,,,
seq,wait_type,seq_hk,,,5,"Type of wait for suspend state","",D8,,0/NONE 1/ABS 2/REL ,,,FSW,,,,
SC_FSW_60,VERSION,tlm_hk,,,60,"","",U3,,,,,FSW,,,,
SC_FSW_60,TYPE,tlm_hk,,,60,"","",U1,,,,,FSW,,,,
SC_FSW_60,SEC_HDR_FLAG,tlm_hk,,,60,"","",U1,,,,,FSW,,,,
SC_FSW_60,PKT_APID,tlm_hk,,,60,"","",U11,,,,,FSW,,,,
SC_FSW_60,SEQ_FLGS,tlm_hk,,,60,"","",U2,,,,,FSW,,,,
SC_FSW_60,SRC_SEQ_CTR,tlm_hk,,,60,"","",U14,,,,,FSW,,,,
SC_FSW_60,PKT_LEN,tlm_hk,,,60,"","",U16,,,,,FSW,,,,
SC_FSW_60,SHCOARSE,tlm_hk,,,60,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_60,SHFINE,tlm_hk,,,60,"Subsecond count","",U16,dn,,,,FSW,,,,
tlm,sent_count,tlm_hk,,,60,"Number of sent packets","",U32,,,,,FSW,,,,
tlm,err_count,tlm_hk,,,60,"Number of errors","",U32,,,,,FSW,,,,
tlm,pkt_rate,tlm_hk,,,60,"Packet Rates","",U1280,,,,,FSW,,,,
tlm,stream_state,tlm_hk,,,60,"Stream state","",D32,,0/DIS 1/ENA ,,,FSW,,,,
SC_FSW_12,VERSION,cmd_hk,,,12,"","",U3,,,,,FSW,,,,
SC_FSW_12,TYPE,cmd_hk,,,12,"","",U1,,,,,FSW,,,,
SC_FSW_12,SEC_HDR_FLAG,cmd_hk,,,12,"","",U1,,,,,FSW,,,,
SC_FSW_12,PKT_APID,cmd_hk,,,12,"","",U11,,,,,FSW,,,,
SC_FSW_12,SEQ_FLGS,cmd_hk,,,12,"","",U2,,,,,FSW,,,,
SC_FSW_12,SRC_SEQ_CTR,cmd_hk,,,12,"","",U14,,,,,FSW,,,,
SC_FSW_12,PKT_LEN,cmd_hk,,,12,"","",U16,,,,,FSW,,,,
SC_FSW_12,SHCOARSE,cmd_hk,,,12,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_12,SHFINE,cmd_hk,,,12,"Subsecond count","",U16,dn,,,,FSW,,,,
cmd,recv_count,cmd_hk,,,12,"Number of received commands","",U16,,,,,FSW,,,,
cmd,fmt_count,cmd_hk,,,12,"Number of bad format commands","",U16,,,,,FSW,,,,
cmd,rjct_count,cmd_hk,,,12,"Number of received commands","",U16,,,,,FSW,,,,
cmd,succ_count,cmd_hk,,,12,"Number of successful commands","",U16,,,,,FSW,,,,
cmd,succ_op,cmd_hk,,,12,"Last successful command opcode","",D8,,0/CMD_OPCODE_NOOP 1/CMD_OPCODE_ARM 2/CMD_OPCODE_RESET_STATS 16/CMD_OPCODE_FP_RESET 17/CMD_OPCODE_FP_RESET_RESULTS 18/CMD_OPCODE_FP_VALIDATE 19/CMD_OPCODE_FP_SET_TASK_STATE 20/CMD_OPCODE_FP_SET_WATCH_STATE 21/CMD_OPCODE_FP_DUMP_WATCH 22/CMD_OPCODE_FP_DUMP_RESULTS 23/CMD_OPCODE_FP_SET_WATCH_VALUES 24/CMD_OPCODE_FP_SET_WATCH_THRESH 25/CMD_OPCODE_FP_SET_WATCH_RESP 32/CMD_OPCODE_SET_PERF_MON_STATE 33/CMD_OPCODE_DES_RESET_STATS 34/CMD_OPCODE_DES_ADD_TASK 35/CMD_OPCODE_DES_SUB_TASK 36/CMD_OPCODE_DES_ADD_BACK 37/CMD_OPCODE_DES_SUB_BACK 38/CMD_OPCODE_DES_SET_TIME 48/CMD_OPCODE_SET_EVT_GROUP 49/CMD_OPCODE_SET_EVT_LOG 50/CMD_OPCODE_LOG_RESET_STATS 51/CMD_OPCODE_LOG_SET_MASK_STATE 52/CMD_OPCODE_LOG_RESET_LOG 53/CMD_OPCODE_LOG_ISSUE_LOG 64/CMD_OPCODE_LOAD_SEQUENCE 65/CMD_OPCODE_INIT_SEQUENCE 66/CMD_OPCODE_SET_SEQUENCE_STATE 67/CMD_OPCODE_VERIFY_SEQUENCE 68/CMD_OPCODE_STOP_SEQUENCE 69/CMD_OPCODE_FIND_SEQUENCE 70/CMD_OPCODE_INFO_SEQUENCE 71/CMD_OPCODE_DUMP_SEQUENCE 80/MEM_DUMP 81/MEM_LOAD 82/MEM_ERASE 83/MEM_XSUM 84/MEM_ABORT 85/MEM_RESET 86/MEM_LOAD_DWORD 87/MEM_LOAD_WORD 88/MEM_LOAD_BYTE 96/CMD_OPCODE_ISSUE_TLM_PKT 97/CMD_OPCODE_SET_TLM_RATE 98/CMD_OPCODE_SET_STREAM_STATE 99/CMD_OPCODE_PKT_SET_PRIORITY 128/CMD_OPCODE_UHF_PASS 129/CMD_OPCODE_UHF_INIT 130/CMD_OPCODE_UHF_RESP_STATE 131/CMD_OPCODE_UHF_SET_TX_GAP 144/CMD_OPCODE_ADCS_PASS 145/CMD_OPCODE_ADCS_RESET 146/CMD_OPCODE_ADCS_READ 147/CMD_OPCODE_ADCS_COARSE_POINT 148/CMD_OPCODE_ADCS_FINE_POINT 149/CMD_OPCODE_ADCS_RAM_POINT 150/CMD_OPCODE_ADCS_FINE_UPDATE 151/CMD_OPCODE_ADCS_RAM_UPDATE 152/CMD_OPCODE_ADCS_ECLIPSE_CHECK 160/CMD_OPCODE_EPS_PWR_ON 161/CMD_OPCODE_EPS_PWR_OFF 162/CMD_OPCODE_EPS_PWR_CYCLE 163/CMD_OPCODE_EPS_DEPLOY 164/CMD_OPCODE_EPS_HEATER_SETPOINT 165/CMD_OPCODE_EPS_HEATER_THRESH 166/CMD_OPCODE_EPS_ECLIPSE_THRESH 176/CMD_OPCODE_SD_WRITE_STATE 177/CMD_OPCODE_SD_READ 178/CMD_OPCODE_SD_READ_HALT 179/CMD_OPCODE_SD_PLAYBACK 181/CMD_OPCODE_SD_SELECT 182/CMD_OPCODE_SD_INIT 183/CMD_OPCODE_SD_SET_PARTITION 184/CMD_OPCODE_SD_UPDATE_PARTITION 185/CMD_OPCODE_SD_PWR_OFF 186/CMD_OPCODE_SD_RESET_FDRI 187/CMD_OPCODE_SD_SET_FDRI_LIMT 188/CMD_OPCODE_SD_TABLE_DEFAULT 208/CMD_OPCODE_CIP_SCI_MODE 226/CMD_OPCODE_SBAND_SET_PA 227/CMD_OPCODE_SBAND_SET_MODE 228/CMD_OPCODE_SBAND_SET_PA_LEVEL 229/CMD_OPCODE_SBAND_SET_SYNTH 230/CMD_OPCODE_SBAND_RESET 231/CMD_OPCODE_SBAND_DEBUG 232/CMD_OPCODE_SBAND_SET_ENCODER 233/CMD_OPCODE_SBAND_SYNC_ON 234/CMD_OPCODE_SBAND_SYNC_OFF 240/CMD_OPCODE_MODE_SET 241/CMD_OPCODE_MODE_AVOID 242/CMD_OPCODE_MODE_SET_THRESHOLD 243/CMD_OPCODE_MODE_CLEAR_CLT 244/CMD_OPCODE_MODE_SET_CLT_THRESHOLD 245/CMD_OPCODE_MODE_SET_LAUNCH_DELAY 246/CMD_OPCODE_MODE_SET_LAUNCH_DELAY_STATE 247/CMD_OPCODE_MODE_SET_DEPLOY_INT 248/CMD_OPCODE_MODE_SET_DEPLOY_FLAG 249/CMD_OPCODE_MODE_RESET_SC 250/CMD_OPCODE_MODE_AVOID_CLEAR 251/CMD_OPCODE_MODE_ECLIPSE_METHOD 252/CMD_OPCODE_MODE_AUTO_DIS 253/CMD_OPCODE_MODE_AUTO_ENA ,,,FSW,,,,
cmd,rjct_op,cmd_hk,,,12,"Last rejected command opcode","",D8,,0/CMD_OPCODE_NOOP 1/CMD_OPCODE_ARM 2/CMD_OPCODE_RESET_STATS 16/CMD_OPCODE_FP_RESET 17/CMD_OPCODE_FP_RESET_RESULTS 18/CMD_OPCODE_FP_VALIDATE 19/CMD_OPCODE_FP_SET_TASK_STATE 20/CMD_OPCODE_FP_SET_WATCH_STATE 21/CMD_OPCODE_FP_DUMP_WATCH 22/CMD_OPCODE_FP_DUMP_RESULTS 23/CMD_OPCODE_FP_SET_WATCH_VALUES 24/CMD_OPCODE_FP_SET_WATCH_THRESH 25/CMD_OPCODE_FP_SET_WATCH_RESP 32/CMD_OPCODE_SET_PERF_MON_STATE 33/CMD_OPCODE_DES_RESET_STATS 34/CMD_OPCODE_DES_ADD_TASK 35/CMD_OPCODE_DES_SUB_TASK 36/CMD_OPCODE_DES_ADD_BACK 37/CMD_OPCODE_DES_SUB_BACK 38/CMD_OPCODE_DES_SET_TIME 48/CMD_OPCODE_SET_EVT_GROUP 49/CMD_OPCODE_SET_EVT_LOG 50/CMD_OPCODE_LOG_RESET_STATS 51/CMD_OPCODE_LOG_SET_MASK_STATE 52/CMD_OPCODE_LOG_RESET_LOG 53/CMD_OPCODE_LOG_ISSUE_LOG 64/CMD_OPCODE_LOAD_SEQUENCE 65/CMD_OPCODE_INIT_SEQUENCE 66/CMD_OPCODE_SET_SEQUENCE_STATE 67/CMD_OPCODE_VERIFY_SEQUENCE 68/CMD_OPCODE_STOP_SEQUENCE 69/CMD_OPCODE_FIND_SEQUENCE 70/CMD_OPCODE_INFO_SEQUENCE 71/CMD_OPCODE_DUMP_SEQUENCE 80/MEM_DUMP 81/MEM_LOAD 82/MEM_ERASE 83/MEM_XSUM 84/MEM_ABORT 85/MEM_RESET 86/MEM_LOAD_DWORD 87/MEM_LOAD_WORD 88/MEM_LOAD_BYTE 96/CMD_OPCODE_ISSUE_TLM_PKT 97/CMD_OPCODE_SET_TLM_RATE 98/CMD_OPCODE_SET_STREAM_STATE 99/CMD_OPCODE_PKT_SET_PRIORITY 128/CMD_OPCODE_UHF_PASS 129/CMD_OPCODE_UHF_INIT 130/CMD_OPCODE_UHF_RESP_STATE 131/CMD_OPCODE_UHF_SET_TX_GAP 144/CMD_OPCODE_ADCS_PASS 145/CMD_OPCODE_ADCS_RESET 146/CMD_OPCODE_ADCS_READ 147/CMD_OPCODE_ADCS_COARSE_POINT 148/CMD_OPCODE_ADCS_FINE_POINT 149/CMD_OPCODE_ADCS_RAM_POINT 150/CMD_OPCODE_ADCS_FINE_UPDATE 151/CMD_OPCODE_ADCS_RAM_UPDATE 152/CMD_OPCODE_ADCS_ECLIPSE_CHECK 160/CMD_OPCODE_EPS_PWR_ON 161/CMD_OPCODE_EPS_PWR_OFF 162/CMD_OPCODE_EPS_PWR_CYCLE 163/CMD_OPCODE_EPS_DEPLOY 164/CMD_OPCODE_EPS_HEATER_SETPOINT 165/CMD_OPCODE_EPS_HEATER_THRESH 166/CMD_OPCODE_EPS_ECLIPSE_THRESH 176/CMD_OPCODE_SD_WRITE_STATE 177/CMD_OPCODE_SD_READ 178/CMD_OPCODE_SD_READ_HALT 179/CMD_OPCODE_SD_PLAYBACK 181/CMD_OPCODE_SD_SELECT 182/CMD_OPCODE_SD_INIT 183/CMD_OPCODE_SD_SET_PARTITION 184/CMD_OPCODE_SD_UPDATE_PARTITION 185/CMD_OPCODE_SD_PWR_OFF 186/CMD_OPCODE_SD_RESET_FDRI 187/CMD_OPCODE_SD_SET_FDRI_LIMT 188/CMD_OPCODE_SD_TABLE_DEFAULT 208/CMD_OPCODE_CIP_SCI_MODE 226/CMD_OPCODE_SBAND_SET_PA 227/CMD_OPCODE_SBAND_SET_MODE 228/CMD_OPCODE_SBAND_SET_PA_LEVEL 229/CMD_OPCODE_SBAND_SET_SYNTH 230/CMD_OPCODE_SBAND_RESET 231/CMD_OPCODE_SBAND_DEBUG 232/CMD_OPCODE_SBAND_SET_ENCODER 233/CMD_OPCODE_SBAND_SYNC_ON 234/CMD_OPCODE_SBAND_SYNC_OFF 240/CMD_OPCODE_MODE_SET 241/CMD_OPCODE_MODE_AVOID 242/CMD_OPCODE_MODE_SET_THRESHOLD 243/CMD_OPCODE_MODE_CLEAR_CLT 244/CMD_OPCODE_MODE_SET_CLT_THRESHOLD 245/CMD_OPCODE_MODE_SET_LAUNCH_DELAY 246/CMD_OPCODE_MODE_SET_LAUNCH_DELAY_STATE 247/CMD_OPCODE_MODE_SET_DEPLOY_INT 248/CMD_OPCODE_MODE_SET_DEPLOY_FLAG 249/CMD_OPCODE_MODE_RESET_SC 250/CMD_OPCODE_MODE_AVOID_CLEAR 251/CMD_OPCODE_MODE_ECLIPSE_METHOD 252/CMD_OPCODE_MODE_AUTO_DIS 253/CMD_OPCODE_MODE_AUTO_ENA ,,,FSW,,,,
cmd,fail_code,cmd_hk,,,12,"Command failure code","",D8,,0/SUCCESS 1/MODE 2/ARM 3/SOURCE 4/OPCODE 5/METHOD 6/LENGTH 7/RANGE ,,,FSW,,,,
pad,,cmd_hk,,,12,"","",U8,,,,,FSW,,,,
cmd,src_cnt,cmd_hk,,,12,"Command source count","",U24,,,,,FSW,,,,
SC_FSW_52,VERSION,sband_hk,,,52,"","",U3,,,,,FSW,,,,
SC_FSW_52,TYPE,sband_hk,,,52,"","",U1,,,,,FSW,,,,
SC_FSW_52,SEC_HDR_FLAG,sband_hk,,,52,"","",U1,,,,,FSW,,,,
SC_FSW_52,PKT_APID,sband_hk,,,52,"","",U11,,,,,FSW,,,,
SC_FSW_52,SEQ_FLGS,sband_hk,,,52,"","",U2,,,,,FSW,,,,
SC_FSW_52,SRC_SEQ_CTR,sband_hk,,,52,"","",U14,,,,,FSW,,,,
SC_FSW_52,PKT_LEN,sband_hk,,,52,"","",U16,,,,,FSW,,,,
SC_FSW_52,SHCOARSE,sband_hk,,,52,"Seconds count","",U32,dn,,,,FSW,,,,
SC_FSW_52,SHFINE,sband_hk,,,52,"Subsecond count","",U16,dn,,,,FSW,,,,
sband,sent_count,sband_hk,,,52,"SBand Byte Sent Count","",U16,,,,,FSW,,,,
sband,idle_count,sband_hk,,,52,"IDLE Frame Count","",U16,,,,,FSW,,,,
sband,control,sband_hk,,,52,"Control register","",U8,,,,,FSW,,,,
sband,encoder,sband_hk,,,52,"Encoder register","",U8,,,,,FSW,,,,
sband,power,sband_hk,,,52,"PA Power","",D8,,0/_24DBM 1/_26DBM 2/_28DBM 3/_30DBM ,,,FSW,,,,
sband,synth_offset,sband_hk,,,52,"Synth Offset","",U8,,,,,FSW,,,,
sband,underrun,sband_hk,,,52,"Buffer underruns","",U16,,,,,FSW,,,,
sband,overruns,sband_hk,,,52,"Buffer overruns","",U16,,,,,FSW,,,,
sband,buf_count,sband_hk,,,52,"Buffer count","",U16,,,,,FSW,,,,
sband,rf_pwr,sband_hk,,,52,"RF Out Power","",U16,,C0=0.000000 C1=0.001139 ,,,FSW,,,,
sband,pa_temp_pad,sband_hk,,,52,"Power Amplifier Temp Padding","",U4,,,,,FSW,,,,
sband,pa_temp,sband_hk,,,52,"Power Amplifier Temp","",U12,,C0=-50.000000 C1=0.073242 ,,,FSW,,,,
sband,bdt_temp_pad,sband_hk,,,52,"Board Top Temperature Padding","",U4,,,,,FSW,,,,
sband,bdt_temp,sband_hk,,,52,"Board Top Temperature","",U12,,,,,FSW,,,,
sband,bdb_temp_pad,sband_hk,,,52,"Board bottom Temperature Padding","",U4,,,,,FSW,,,,
sband,bdb_temp,sband_hk,,,52,"Board bottom Temperature","",U12,,,,,FSW,,,,
sband,bat_cur,sband_hk,,,52,"Battery current","",U16,,C0=0.000000 C1=0.000040 ,,,FSW,,,,
sband,bat_volt,sband_hk,,,52,"Battery voltage","",U16,,C0=0.000000 C1=0.004000 ,,,FSW,,,,
sband,pa_curr,sband_hk,,,52,"Power Amplifier current","",U16,,C0=0.000000 C1=0.000040 ,,,FSW,,,,
sband,pa_volt,sband_hk,,,52,"Power Amplifier Voltage","",U16,,C0=0.000000 C1=0.004000 ,,,FSW,,,,
sband,version,sband_hk,,,52,"Firmware version","",U8,,,,,FSW,,,,
